Name,Quality,stattrak_available,souvenir_available,weapon_type,min_float,max_float,worst_condition_index,best_condition_index,containers_found_in,DefIndex,PaintIndex
AK-47 | Aquamarine Revenge,covert,True,False,rifle,0.0,1.0,4,0,falchion case,7,474
Negev | dev_texture,restricted,True,False,machine gun,0.0,0.65,4,0,snakebite case,28,1043
Negev | Drop Me,mil-spec,True,False,machine gun,0.0,1.0,4,0,recoil case,28,1152
Negev | Infrastructure,mil-spec,False,True,machine gun,0.0,0.49,4,0,the 2021 vertigo collection,28,1080
Negev | Lionfish,restricted,True,False,machine gun,0.0,0.55,4,0,clutch case,28,698
Negev | Loudmouth,restricted,True,False,machine gun,0.14,0.65,4,1,falchion case,28,483
Negev | Man-o'-war,mil-spec,True,False,machine gun,0.1,0.2,2,1,chroma 2 case,28,432
Negev | Mjölnir,classified,False,False,machine gun,0.0,0.6,4,0,the norse collection,28,763
Negev | Nuclear Waste,industrial grade,False,True,machine gun,0.0,0.4,3,0,the cache collection,28,369
Negev | Palm,industrial grade,False,False,machine gun,0.06,0.8,4,0,the alpha collection,28,201
Negev | Phoenix Stencil,mil-spec,False,False,machine gun,0.0,0.65,4,0,the havoc collection,28,1012
Negev | Power Loader,restricted,True,False,machine gun,0.0,1.0,4,0,revolver case,28,514
Negev | Prototype,mil-spec,True,False,machine gun,0.0,0.7,4,0,prisma 2 case,28,950
Negev | Terrain,mil-spec,True,False,machine gun,0.0,0.45,3,0,operation phoenix weapon case,28,285
Negev | Ultralight,mil-spec,True,False,machine gun,0.0,0.79,4,0,fracture case,28,958
Nomad Knife | Blue Steel,covert,True,False,knife,0.0,1.0,4,0,"fracture case, shattered web case",521,42
Nomad Knife | Boreal Forest,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",521,77
Nomad Knife | Case Hardened,covert,True,False,knife,0.0,1.0,4,0,"fracture case, shattered web case",521,44
Nomad Knife | Crimson Web,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",521,12
Nomad Knife | Fade,covert,True,False,knife,0.0,0.08,1,0,"fracture case, shattered web case",521,38
Nomad Knife | Forest DDPAT,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",521,5
Nomad Knife | Night Stripe,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",521,735
Nomad Knife | Safari Mesh,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",521,72
Nomad Knife | Scorched,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",521,175
Nomad Knife | Slaughter,covert,True,False,knife,0.01,0.26,2,0,"fracture case, shattered web case",521,59
Nomad Knife | Stained,covert,True,False,knife,0.0,1.0,4,0,"fracture case, shattered web case",521,43
Nomad Knife | Urban Masked,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",521,143
Nomad Knife | ★ (Vanilla),covert,True,False,knife,0.0,1.0,4,0,"fracture case, shattered web case",521,0
Nova | Antique,classified,True,False,shotgun,0.0,0.3,2,0,operation phoenix weapon case,35,286
Nova | Army Sheen,consumer grade,False,True,shotgun,0.0,0.3,2,0,the ancient collection,35,298
Nova | Baroque Orange,restricted,False,False,shotgun,0.0,0.5,4,0,the canals collection,35,746
Nova | Blaze Orange,mil-spec,False,False,shotgun,0.06,0.8,4,0,the militia collection,35,166
Nova | Bloomstick,classified,True,False,shotgun,0.06,0.8,4,0,esports 2014 summer case,35,62
Nova | Caged Steel,industrial grade,False,False,shotgun,0.0,0.2,2,0,the bank collection,35,299
Nova | Candy Apple,industrial grade,False,True,shotgun,0.0,0.3,2,0,the italy collection,35,3
Nova | Clear Polymer,restricted,True,False,shotgun,0.0,1.0,4,0,operation broken fang case,35,987
Nova | Dark Sigil,mil-spec,True,False,shotgun,0.0,0.7,4,0,kilowatt case,35,1162
Nova | Exo,mil-spec,True,False,shotgun,0.0,0.5,4,0,gamma case,35,590
Nova | Forest Leaves,consumer grade,False,False,shotgun,0.06,0.8,4,0,the aztec collection,35,25
Nova | Ghost Camo,mil-spec,True,False,shotgun,0.0,0.4,3,0,esports 2013 winter case,35,225
Nova | Gila,restricted,True,False,shotgun,0.0,0.3,2,0,glove case,35,634
Nova | Graphite,restricted,True,False,shotgun,0.0,0.12,1,0,csgo weapon case 2,35,214
Nova | Green Apple,industrial grade,False,True,shotgun,0.0,0.3,2,0,the cobblestone collection,35,294
Nova | Hyper Beast,classified,True,False,shotgun,0.0,0.6,4,0,operation wildfire case,35,537
Nova | Interlock,mil-spec,False,True,shotgun,0.0,0.5,4,0,the 2021 vertigo collection,35,1077
Nova | Koi,restricted,True,False,shotgun,0.0,0.3,2,0,operation breakout weapon case,35,356
Nova | Mandrel,consumer grade,False,True,shotgun,0.0,0.5,4,0,the 2018 nuke collection,35,785
Nova | Modern Hunter,mil-spec,False,False,shotgun,0.06,0.8,4,0,the militia collection,35,164
Nova | Moon in Libra,consumer grade,False,False,shotgun,0.0,0.5,4,0,the gods and monsters collection,35,450
Nova | Plume,mil-spec,True,False,shotgun,0.0,0.8,4,0,shattered web case,35,890
Nova | Polar Mesh,consumer grade,False,True,shotgun,0.06,0.8,4,0,the train collection,35,107
Nova | Predator,consumer grade,False,True,shotgun,0.06,0.8,4,0,the dust 2 collection,35,170
Nova | Quick Sand,mil-spec,False,True,shotgun,0.0,0.5,4,0,the 2021 dust 2 collection,35,929
Nova | Ranger,mil-spec,True,False,shotgun,0.0,1.0,4,0,falchion case,35,484
Nova | Red Quartz,restricted,False,False,shotgun,0.0,0.4,3,0,the 2021 train collection,35,248
Nova | Rising Skull,restricted,True,False,shotgun,0.0,0.5,4,0,winter offensive weapon case,35,263
Nova | Rust Coat,industrial grade,False,False,shotgun,0.0,0.8,4,0,the havoc collection,35,323
Nova | Sand Dune,consumer grade,False,True,shotgun,0.06,0.8,4,0,the italy collection,35,99
Nova | Sobek's Bite,restricted,False,True,shotgun,0.0,1.0,4,0,anubis collection package,35,1247
Nova | Tempest,mil-spec,True,False,shotgun,0.06,0.22,2,0,operation bravo case,35,191
Nova | Toy Soldier,restricted,True,False,shotgun,0.0,1.0,4,0,horizon case,35,716
Nova | Walnut,consumer grade,False,True,shotgun,0.06,0.8,4,0,the inferno collection,35,158
Nova | Wild Six,restricted,True,False,shotgun,0.0,0.8,4,0,clutch case,35,699
Nova | Windblown,mil-spec,True,False,shotgun,0.0,0.5,4,0,snakebite case,35,1051
Nova | Wood Fired,mil-spec,True,False,shotgun,0.0,0.75,4,0,danger zone case,35,809
P2000 | Acid Etched,restricted,True,False,pistol,0.0,1.0,4,0,prisma 2 case,32,951
P2000 | Amber Fade,restricted,False,True,pistol,0.0,0.4,3,0,the dust 2 collection,32,246
P2000 | Chainmail,mil-spec,False,True,pistol,0.0,0.22,2,0,the cobblestone collection,32,327
P2000 | Coach Class,industrial grade,False,False,pistol,0.0,1.0,4,0,the baggage collection,32,346
P2000 | Corticera,classified,True,False,pistol,0.06,0.3,2,0,esports 2014 summer case,32,184
P2000 | Dispatch,mil-spec,False,False,pistol,0.0,0.65,4,0,the control collection,32,997
P2000 | Fire Elemental,covert,True,False,pistol,0.0,0.6,4,0,operation vanguard weapon case,32,389
P2000 | Gnarled,mil-spec,True,False,pistol,0.0,1.0,4,0,fracture case,32,960
P2000 | Granite Marbleized,industrial grade,False,True,pistol,0.06,0.8,4,0,the italy collection,32,21
P2000 | Grassland,industrial grade,False,True,pistol,0.06,0.8,4,0,the overpass collection,32,95
P2000 | Grassland Leaves,industrial grade,False,False,pistol,0.06,0.8,4,0,the militia collection,32,104
P2000 | Handgun,restricted,True,False,pistol,0.0,1.0,4,0,falchion case,32,485
P2000 | Imperial,mil-spec,True,False,pistol,0.0,0.2,2,0,revolver case,32,515
P2000 | Imperial Dragon,classified,True,False,pistol,0.0,0.63,4,0,gamma case,32,591
P2000 | Ivory,mil-spec,True,False,pistol,0.0,1.0,4,0,operation breakout weapon case,32,357
P2000 | Lifted Spirits,mil-spec,True,False,pistol,0.0,1.0,4,0,dreams and nightmares case,32,1138
P2000 | Obsidian,restricted,True,False,pistol,0.0,1.0,4,0,shattered web case,32,894
P2000 | Ocean Foam,classified,True,False,pistol,0.0,0.12,1,0,operation bravo case,32,211
P2000 | Oceanic,mil-spec,True,False,pistol,0.0,0.6,4,0,chroma 3 case,32,550
P2000 | Panther Camo,industrial grade,False,True,pistol,0.0,0.5,4,0,the ancient collection,32,1019
P2000 | Pathfinder,industrial grade,False,False,pistol,0.0,0.35,2,0,the gods and monsters collection,32,443
P2000 | Pulse,mil-spec,True,False,pistol,0.0,0.6,4,0,huntsman weapon case,32,338
P2000 | Red FragCam,mil-spec,True,False,pistol,0.0,0.7,4,0,csgo weapon case 3,32,275
P2000 | Scorpion,restricted,False,False,pistol,0.0,0.08,1,0,the dust collection,32,71
P2000 | Silver,mil-spec,False,False,pistol,0.0,0.08,1,0,the office collection,32,32
P2000 | Space Race,restricted,False,False,pistol,0.0,0.6,4,0,the 2021 train collection,32,1055
P2000 | Turf,mil-spec,True,False,pistol,0.0,1.0,4,0,glove case,32,635
P2000 | Urban Hazard,mil-spec,True,False,pistol,0.0,1.0,4,0,clutch case,32,700
P2000 | Wicked Sick,classified,True,False,pistol,0.0,1.0,4,0,revolution case,32,1224
P2000 | Woodsman,restricted,True,False,pistol,0.0,0.8,4,0,operation hydra case,32,667
P250 | Apep's Curse,classified,False,True,pistol,0.0,1.0,4,0,anubis collection package,36,1248
P250 | Asiimov,classified,True,False,pistol,0.1,1.0,4,1,chroma 3 case,36,551
P250 | Bengal Tiger,mil-spec,False,False,pistol,0.06,0.8,4,0,the havoc collection,36,1030
P250 | Black & Tan,mil-spec,False,True,pistol,0.0,0.5,4,0,the 2021 dust 2 collection,36,928
P250 | Bone Mask,consumer grade,False,True,pistol,0.06,0.8,4,0,the mirage collection,36,27
P250 | Boreal Forest,consumer grade,False,True,pistol,0.06,0.8,4,0,the lake collection,36,77
P250 | Cartel,classified,True,False,pistol,0.0,0.75,4,0,operation vanguard weapon case,36,388
P250 | Cassette,mil-spec,True,False,pistol,0.0,0.6,4,0,fracture case,36,968
P250 | Contaminant,mil-spec,True,False,pistol,0.0,0.7,4,0,operation broken fang case,36,982
P250 | Contamination,industrial grade,False,True,pistol,0.0,0.83,4,0,the cache collection,36,373
P250 | Crimson Kimono,industrial grade,False,False,pistol,0.0,0.8,4,0,the rising sun collection,36,466
P250 | Cyber Shell,restricted,True,False,pistol,0.0,0.85,4,0,snakebite case,36,1044
P250 | Dark Filigree,industrial grade,False,False,pistol,0.0,0.5,4,0,the canals collection,36,741
P250 | Digital Architect,restricted,False,True,pistol,0.0,0.49,4,0,the 2021 vertigo collection,36,1081
P250 | Drought,consumer grade,False,True,pistol,0.0,0.44,3,0,the 2021 mirage collection,36,825
P250 | Exchanger,mil-spec,False,True,pistol,0.0,0.5,4,0,the 2018 nuke collection,36,786
P250 | Facets,industrial grade,False,False,pistol,0.06,0.8,4,0,the alpha collection,36,207
P250 | Facility Draft,consumer grade,False,True,pistol,0.0,0.5,4,0,the 2018 nuke collection,36,777
P250 | Forest Night,consumer grade,False,False,pistol,0.06,0.8,4,0,the control collection,36,78
P250 | Franklin,classified,False,False,pistol,0.0,0.4,3,0,the bank collection,36,295
P250 | Gunsmoke,industrial grade,False,True,pistol,0.06,0.8,4,0,the inferno collection,36,15
P250 | Hive,mil-spec,True,False,pistol,0.0,0.3,2,0,csgo weapon case 2,36,219
P250 | Inferno,restricted,True,False,pistol,0.0,0.68,4,0,cs20 case,36,907
P250 | Iron Clad,mil-spec,True,False,pistol,0.05,0.8,4,0,gamma case,36,592
P250 | Mehndi,classified,True,False,pistol,0.0,1.0,4,0,winter offensive weapon case,36,258
P250 | Metallic DDPAT,industrial grade,False,True,pistol,0.0,0.08,1,0,the train collection,36,34
P250 | Mint Kimono,consumer grade,False,False,pistol,0.0,0.8,4,0,the rising sun collection,36,467
P250 | Modern Hunter,mil-spec,False,False,pistol,0.06,0.8,4,0,the militia collection,36,164
P250 | Muertos,classified,True,False,pistol,0.0,0.6,4,0,chroma case,36,404
P250 | Nevermore,restricted,True,False,pistol,0.0,0.4,3,0,danger zone case,36,813
P250 | Nuclear Threat,restricted,False,True,pistol,0.06,0.8,4,0,the nuke collection,36,168
P250 | Re.built,mil-spec,True,False,pistol,0.0,0.9,4,0,revolution case,36,1230
P250 | Red Rock,restricted,True,False,pistol,0.0,1.0,4,0,operation hydra case,36,668
P250 | Ripple,mil-spec,True,False,pistol,0.0,0.5,4,0,spectrum case,36,650
P250 | Sand Dune,consumer grade,False,True,pistol,0.06,0.8,4,0,the dust 2 collection,36,99
P250 | See Ya Later,covert,True,False,pistol,0.0,0.7,4,0,spectrum 2 case,36,678
P250 | Splash,restricted,True,False,pistol,0.06,0.18,2,0,esports 2013 case,36,162
P250 | Steel Disruption,mil-spec,True,False,pistol,0.0,0.2,2,0,esports 2013 winter case,36,230
P250 | Supernova,restricted,True,False,pistol,0.0,0.4,3,0,operation breakout weapon case,36,358
P250 | Undertow,classified,True,False,pistol,0.0,0.2,2,0,csgo weapon case 3,36,271
P250 | Valence,mil-spec,True,False,pistol,0.0,0.8,4,0,chroma 2 case,36,426
P250 | Verdigris,mil-spec,True,False,pistol,0.0,0.7,4,0,prisma case,36,848
P250 | Vino Primo,restricted,False,True,pistol,0.0,1.0,4,0,the 2018 inferno collection,36,749
P250 | Visions,classified,True,False,pistol,0.0,0.7,4,0,recoil case,36,1153
P250 | Whiteout,mil-spec,False,False,pistol,0.06,0.8,4,0,the chop shop collection,36,102
P250 | Wingshot,restricted,True,False,pistol,0.0,0.9,4,0,shadow case,36,501
P250 | X-Ray,restricted,True,False,pistol,0.0,0.3,2,0,xray p250 package,36,125
P90 | Ancient Earth,consumer grade,False,True,smg,0.0,0.5,4,0,the ancient collection,19,1020
P90 | Ash Wood,industrial grade,False,True,smg,0.0,0.45,3,0,the train collection,19,234
P90 | Asiimov,covert,True,False,smg,0.0,0.92,4,0,operation breakout weapon case,19,359
P90 | Astral Jörmungandr,restricted,False,False,smg,0.0,0.5,4,0,the norse collection,19,759
P90 | Baroque Red,mil-spec,False,False,smg,0.0,0.5,4,0,the canals collection,19,744
P90 | Blind Spot,restricted,True,False,smg,0.0,0.5,4,0,esports 2013 winter case,19,228
P90 | Chopper,restricted,True,False,smg,0.0,0.6,4,0,gamma case,19,593
P90 | Cocoa Rampage,mil-spec,True,False,smg,0.0,0.6,4,0,operation broken fang case,19,977
P90 | Cold Blooded,classified,True,False,smg,0.0,0.08,1,0,csgo weapon case 2,19,67
P90 | Death by Kitty,covert,True,False,smg,0.08,0.32,2,1,esports 2013 case,19,156
P90 | Death Grip,restricted,True,False,smg,0.0,1.0,4,0,operation hydra case,19,669
P90 | Desert DDPAT,consumer grade,False,True,smg,0.0,0.5,4,0,the 2021 dust 2 collection,19,925
P90 | Desert Warfare,mil-spec,True,False,smg,0.0,0.5,4,0,the huntsman collection,19,311
P90 | Elite Build,mil-spec,True,False,smg,0.0,1.0,4,0,falchion case,19,486
P90 | Emerald Dragon,classified,True,False,smg,0.06,0.52,4,0,operation bravo case,19,182
P90 | Facility Negative,mil-spec,False,True,smg,0.0,0.5,4,0,the 2018 nuke collection,19,776
P90 | Fallout Warning,industrial grade,False,True,smg,0.06,0.8,4,0,the nuke collection,19,169
P90 | Freight,mil-spec,True,False,smg,0.0,1.0,4,0,fracture case,19,969
P90 | Glacier Mesh,mil-spec,False,True,smg,0.06,0.8,4,0,the vertigo collection,19,111
P90 | Grim,mil-spec,True,False,smg,0.0,0.8,4,0,gamma 2 case,19,611
P90 | Leather,industrial grade,False,False,smg,0.0,1.0,4,0,the baggage collection,19,342
P90 | Module,mil-spec,True,False,smg,0.0,0.35,2,0,huntsman weapon case,19,335
P90 | Neoqueen,restricted,True,False,smg,0.0,0.6,4,0,revolution case,19,1233
P90 | Nostalgia,classified,True,False,smg,0.0,0.57,4,0,cs20 case,19,911
P90 | Off World,mil-spec,True,False,smg,0.0,0.75,4,0,prisma case,19,849
P90 | Run and Hide,classified,False,True,smg,0.0,1.0,4,0,the ancient collection,19,1000
P90 | Sand Spray,consumer grade,False,True,smg,0.06,0.8,4,0,the dust 2 collection,19,124
P90 | ScaraB Rush,restricted,False,True,smg,0.0,1.0,4,0,anubis collection package,19,1250
P90 | Schematic,mil-spec,False,True,smg,0.0,0.5,4,0,the 2021 vertigo collection,19,1074
P90 | Scorched,consumer grade,False,True,smg,0.06,0.8,4,0,the mirage collection,19,175
P90 | Shallow Grave,classified,True,False,smg,0.0,0.75,4,0,glove case,19,636
P90 | Shapewood,classified,True,False,smg,0.0,1.0,4,0,revolver case,19,516
P90 | Storm,consumer grade,False,True,smg,0.06,0.8,4,0,the cobblestone collection,19,100
P90 | Sunset Lily,industrial grade,False,False,smg,0.0,0.5,4,0,the st marc collection,19,726
P90 | Teardown,mil-spec,False,True,smg,0.0,0.6,4,0,the lake collection,19,244
P90 | Tiger Pit,mil-spec,False,False,smg,0.0,0.5,4,0,the havoc collection,19,1015
P90 | Traction,mil-spec,True,False,smg,0.0,1.0,4,0,horizon case,19,717
P90 | Trigon,classified,True,False,smg,0.08,0.75,4,1,operation phoenix weapon case,19,283
P90 | Vent Rush,restricted,True,False,smg,0.0,0.7,4,0,recoil case,19,1154
P90 | Verdant Growth,industrial grade,False,True,smg,0.0,0.47,4,0,the 2021 mirage collection,19,828
P90 | Virus,restricted,True,False,smg,0.06,0.8,4,0,esports 2014 summer case,19,20
Paracord Knife | Blue Steel,covert,True,False,knife,0.0,1.0,4,0,"fracture case, shattered web case",517,42
Paracord Knife | Boreal Forest,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",517,77
Paracord Knife | Case Hardened,covert,True,False,knife,0.0,1.0,4,0,"fracture case, shattered web case",517,44
Paracord Knife | Crimson Web,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",517,12
Paracord Knife | Fade,covert,True,False,knife,0.0,0.08,1,0,"fracture case, shattered web case",517,38
Paracord Knife | Forest DDPAT,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",517,5
Paracord Knife | Night Stripe,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",517,735
Paracord Knife | Safari Mesh,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",517,72
Paracord Knife | Scorched,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",517,175
Paracord Knife | Slaughter,covert,True,False,knife,0.01,0.26,2,0,"fracture case, shattered web case",517,59
Paracord Knife | Stained,covert,True,False,knife,0.0,1.0,4,0,"fracture case, shattered web case",517,43
Paracord Knife | Urban Masked,covert,True,False,knife,0.06,0.8,4,0,"fracture case, shattered web case",517,143
Paracord Knife | ★ (Vanilla),covert,True,False,knife,0.0,1.0,4,0,"fracture case, shattered web case",517,0
PP-Bizon | Anolis,consumer grade,False,True,smg,0.0,0.5,4,0,the 2021 mirage collection,26,829
PP-Bizon | Antique,restricted,True,False,smg,0.0,0.5,4,0,huntsman weapon case,26,306
PP-Bizon | Bamboo Print,consumer grade,False,False,smg,0.0,0.8,4,0,the rising sun collection,26,457
PP-Bizon | Blue Streak,restricted,True,False,smg,0.06,0.8,4,0,esports 2014 summer case,26,13
PP-Bizon | Brass,mil-spec,False,True,smg,0.0,1.0,4,0,the dust 2 collection,26,159
PP-Bizon | Breaker Box,industrial grade,False,True,smg,0.0,0.44,3,0,the 2021 vertigo collection,26,1083
PP-Bizon | Candy Apple,industrial grade,False,True,smg,0.0,0.3,2,0,the 2018 inferno collection,26,3
PP-Bizon | Carbon Fiber,industrial grade,False,True,smg,0.0,0.12,1,0,the vertigo collection,26,70
PP-Bizon | Chemical Green,industrial grade,False,True,smg,0.0,0.9,4,0,the cache collection,26,376
PP-Bizon | Cobalt Halftone,mil-spec,True,False,smg,0.05,0.45,3,0,winter offensive weapon case,26,267
PP-Bizon | Death Rattle,consumer grade,False,False,smg,0.08,0.5,4,1,the havoc collection,26,293
PP-Bizon | Embargo,restricted,True,False,smg,0.0,1.0,4,0,shattered web case,26,884
PP-Bizon | Facility Sketch,consumer grade,False,True,smg,0.0,0.5,4,0,the 2018 nuke collection,26,775
PP-Bizon | Forest Leaves,consumer grade,False,False,smg,0.06,0.8,4,0,the militia collection,26,25
PP-Bizon | Fuel Rod,restricted,True,False,smg,0.0,1.0,4,0,revolver case,26,508
PP-Bizon | Harvester,mil-spec,True,False,smg,0.0,1.0,4,0,gamma case,26,594
PP-Bizon | High Roller,classified,True,False,smg,0.0,1.0,4,0,spectrum 2 case,26,676
PP-Bizon | Irradiated Alert,consumer grade,False,True,smg,0.06,0.8,4,0,the nuke collection,26,171
PP-Bizon | Judgement of Anubis,covert,True,False,smg,0.0,0.5,4,0,chroma 3 case,26,542
PP-Bizon | Jungle Slipstream,mil-spec,True,False,smg,0.0,0.5,4,0,spectrum case,26,641
PP-Bizon | Lumen,mil-spec,True,False,smg,0.0,0.77,4,0,operation riptide case,26,1099
PP-Bizon | Modern Hunter,mil-spec,False,False,smg,0.06,0.8,4,0,the militia collection,26,164
PP-Bizon | Night Ops,industrial grade,False,True,smg,0.0,0.6,4,0,the lake collection,26,236
PP-Bizon | Night Riot,mil-spec,True,False,smg,0.0,0.8,4,0,clutch case,26,692
PP-Bizon | Osiris,restricted,True,False,smg,0.0,0.5,4,0,operation breakout weapon case,26,349
PP-Bizon | Photic Zone,mil-spec,True,False,smg,0.0,1.0,4,0,operation wildfire case,26,526
PP-Bizon | Runic,mil-spec,True,False,smg,0.0,1.0,4,0,fracture case,26,973
PP-Bizon | Rust Coat,mil-spec,False,False,smg,0.0,1.0,4,0,the alpha collection,26,203
PP-Bizon | Sand Dashed,consumer grade,False,True,smg,0.06,0.8,4,0,the italy collection,26,148
PP-Bizon | Seabird,consumer grade,False,False,smg,0.0,0.5,4,0,the st marc collection,26,873
PP-Bizon | Space Cat,restricted,True,False,smg,0.0,0.67,4,0,dreams and nightmares case,26,1125
PP-Bizon | Urban Dashed,consumer grade,False,True,smg,0.06,0.8,4,0,the train collection,26,149
PP-Bizon | Water Sigil,mil-spec,True,False,smg,0.0,0.5,4,0,esports 2013 winter case,26,224
R8 Revolver | Amber Fade,classified,False,True,pistol,0.0,0.4,3,0,the dust 2 collection,64,523
R8 Revolver | Banana Cannon,restricted,True,False,pistol,0.0,1.0,4,0,revolution case,64,1232
R8 Revolver | Blaze,mil-spec,False,False,pistol,0.0,0.08,1,0,the 2021 train collection,64,37
R8 Revolver | Bone Forged,mil-spec,True,False,pistol,0.0,0.6,4,0,prisma 2 case,64,952
R8 Revolver | Bone Mask,consumer grade,False,True,pistol,0.06,0.8,4,0,the bank collection,64,27
R8 Revolver | Canal Spray,consumer grade,False,False,pistol,0.06,0.6,4,0,the canals collection,64,866
R8 Revolver | Crazy 8,restricted,True,False,pistol,0.0,1.0,4,0,recoil case,64,1145
R8 Revolver | Crimson Web,mil-spec,True,False,pistol,0.06,0.8,4,0,revolver case,64,12
R8 Revolver | Desert Brush,consumer grade,False,True,pistol,0.0,0.6,4,0,the 2021 dust 2 collection,64,924
R8 Revolver | Fade,covert,True,False,pistol,0.0,0.4,3,0,revolver case,64,522
R8 Revolver | Grip,mil-spec,True,False,pistol,0.0,1.0,4,0,clutch case,64,701
R8 Revolver | Inlay,consumer grade,False,True,pistol,0.0,0.76,4,0,anubis collection package,64,1237
R8 Revolver | Junk Yard,mil-spec,True,False,pistol,0.0,1.0,4,0,snakebite case,64,1047
R8 Revolver | Llama Cannon,classified,True,False,pistol,0.03,0.7,4,0,spectrum 2 case,64,683
R8 Revolver | Memento,mil-spec,True,False,pistol,0.0,0.8,4,0,shattered web case,64,892
R8 Revolver | Night,consumer grade,False,True,pistol,0.06,0.8,4,0,the ancient collection,64,40
R8 Revolver | Nitro,industrial grade,False,True,pistol,0.06,0.8,4,0,the 2018 inferno collection,64,798
R8 Revolver | Phoenix Marker,industrial grade,False,False,pistol,0.0,0.6,4,0,the havoc collection,64,1011
R8 Revolver | Reboot,restricted,True,False,pistol,0.0,1.0,4,0,gamma case,64,595
R8 Revolver | Skull Crusher,classified,True,False,pistol,0.25,0.8,4,2,prisma case,64,843
R8 Revolver | Survivalist,mil-spec,True,False,pistol,0.0,0.7,4,0,horizon case,64,721
Sawed-Off | Amber Fade,mil-spec,False,True,shotgun,0.0,0.4,3,0,the train collection,29,246
Sawed-Off | Analog Input,restricted,True,False,shotgun,0.0,0.62,4,0,kilowatt case,29,1160
Sawed-Off | Apocalypto,restricted,True,False,shotgun,0.0,1.0,4,0,prisma 2 case,29,953
Sawed-Off | Bamboo Shadow,consumer grade,False,False,shotgun,0.0,0.6,4,0,the rising sun collection,29,458
Sawed-Off | Black Sand,mil-spec,True,False,shotgun,0.0,0.9,4,0,danger zone case,29,814
Sawed-Off | Brake Light,mil-spec,False,True,shotgun,0.0,0.08,1,0,the 2018 inferno collection,29,797
Sawed-Off | Clay Ambush,consumer grade,False,False,shotgun,0.0,0.6,4,0,the havoc collection,29,1014
Sawed-Off | Copper,mil-spec,False,False,shotgun,0.0,1.0,4,0,the dust collection,29,41
Sawed-Off | Devourer,classified,True,False,shotgun,0.0,0.8,4,0,horizon case,29,720
Sawed-Off | First Class,mil-spec,False,False,shotgun,0.0,0.5,4,0,the baggage collection,29,345
Sawed-Off | Forest DDPAT,consumer grade,False,False,shotgun,0.06,0.8,4,0,the bank collection,29,5
Sawed-Off | Fubar,mil-spec,True,False,shotgun,0.4,1.0,4,3,chroma 3 case,29,552
Sawed-Off | Full Stop,mil-spec,False,True,shotgun,0.0,0.6,4,0,the italy collection,29,250
Sawed-Off | Highwayman,restricted,True,False,shotgun,0.0,1.0,4,0,operation vanguard weapon case,29,390
Sawed-Off | Irradiated Alert,consumer grade,False,True,shotgun,0.06,0.8,4,0,the nuke collection,29,171
Sawed-Off | Jungle Thicket,consumer grade,False,False,shotgun,0.0,0.5,4,0,the st marc collection,29,870
Sawed-Off | Kiss♥Love,classified,True,False,shotgun,0.0,1.0,4,0,recoil case,29,1155
Sawed-Off | Limelight,restricted,True,False,shotgun,0.0,1.0,4,0,gamma case,29,596
Sawed-Off | Morris,mil-spec,True,False,shotgun,0.0,1.0,4,0,spectrum 2 case,29,673
Sawed-Off | Mosaico,industrial grade,False,False,shotgun,0.06,0.8,4,0,the alpha collection,29,204
Sawed-Off | Orange DDPAT,restricted,True,False,shotgun,0.06,0.8,4,0,esports 2013 case,29,83
Sawed-Off | Origami,mil-spec,True,False,shotgun,0.0,0.55,4,0,chroma 2 case,29,434
Sawed-Off | Parched,consumer grade,False,True,shotgun,0.0,0.49,4,0,the 2021 dust 2 collection,29,880
Sawed-Off | Rust Coat,industrial grade,False,True,shotgun,0.0,0.8,4,0,the cobblestone collection,29,323
Sawed-Off | Sage Spray,consumer grade,False,True,shotgun,0.06,0.8,4,0,the overpass collection,29,119
Sawed-Off | Serenity,restricted,True,False,shotgun,0.0,0.5,4,0,chroma case,29,405
Sawed-Off | Snake Camo,industrial grade,False,True,shotgun,0.06,0.8,4,0,the dust 2 collection,29,30
Sawed-Off | Spirit Board,mil-spec,True,False,shotgun,0.0,1.0,4,0,dreams and nightmares case,29,1140
Sawed-Off | The Kraken,covert,True,False,shotgun,0.0,0.4,3,0,winter offensive weapon case,29,256
Sawed-Off | Wasteland Princess,classified,True,False,shotgun,0.0,0.7,4,0,glove case,29,638
Sawed-Off | Yorick,mil-spec,True,False,shotgun,0.0,1.0,4,0,revolver case,29,517
Sawed-Off | Zander,mil-spec,True,False,shotgun,0.05,1.0,4,0,spectrum case,29,655
SCAR-20 | Army Sheen,consumer grade,False,False,sniper rifle,0.0,0.3,2,0,the chop shop collection,38,298
